Date,MMM,AXP,BA,CAT,CVX,CSCO,KO,DWDP,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS,AAPL,^DJI
2014-08-20,134.022873,84.008392,116.82391399999999,96.047165,112.30825,22.201,37.18428,50.450404999999996,89.871765,23.641542,166.50585900000002,84.740501,171.244293,31.510363,94.340393,52.938961,85.12955500000001,53.759098,41.606636,37.759716,25.930365,74.70681,86.445053,79.11763,101.990646,42.007359,52.186054,69.066284,85.70272800000001,95.131729,16979.130859
2014-08-21,133.93014499999998,84.625496,116.96151699999999,96.287949,112.695854,22.362726000000002,37.328506,50.232712,89.49316400000001,23.704327,167.577469,85.114014,172.262192,32.104042,95.236176,53.728825,85.436836,53.189678,41.856556,37.774063,25.867537,75.130806,87.215652,79.440048,102.31600999999999,42.050377000000005,52.077427,69.609909,86.217857,95.141182,17039.490234
2014-08-22,133.58725,84.378639,116.924828,95.69935600000001,111.973518,22.147092999999998,37.067089,50.270573,88.790054,23.453203,167.88360600000001,85.001953,171.523529,31.912235,94.87728100000001,53.719643000000005,85.364532,53.478901,41.791759000000006,37.941551000000004,25.957291,75.23005699999999,87.039253,79.449547,101.693161,41.852470000000004,52.1595,69.77574200000001,86.3228,95.841164,17001.220703
2014-08-25,134.115555,85.052673,117.7229,96.287949,112.616577,22.192019000000002,37.328506,50.289501,89.015411,23.498047,170.179886,85.16069,172.199142,31.793497,94.996902,54.500308999999994,85.355499,53.985043000000005,41.810272,38.286087,25.948317000000003,75.365372,87.540596,79.885765,102.092903,42.291306,52.142604999999996,69.738899,86.217857,96.049286,17076.869141
2014-08-26,134.022873,84.634956,117.97060400000001,96.368202,112.977753,22.290848,37.499779,50.261101000000004,89.817665,23.327639,170.208557,85.56221,173.84759499999998,31.784371999999998,95.19017,54.867687,85.057236,54.409831999999994,41.66217,38.032467,26.217583,75.221039,87.457031,80.720291,101.962761,42.37735,52.313988,69.58225999999999,85.87445100000001,95.434425,17106.699219
2014-08-27,133.411133,84.72040600000001,117.60365300000001,96.80520600000001,113.321304,22.281862,37.499779,50.772224,89.718521,23.435265,170.650055,85.786331,173.181,31.775236,94.987717,54.729923,85.545288,54.48214300000001,41.532585,38.147304999999996,26.468895,75.157898,87.976952,81.915146,101.414253,42.53223,52.410538,69.88632199999999,86.20832800000001,96.607376,17122.009766
2014-08-28,133.448196,84.51155899999999,116.60376000000001,96.894386,113.418198,22.326786,37.526821000000005,50.772224,89.75457800000001,23.327639,170.49649,86.383957,172.955811,31.647369,94.739243,54.334988,85.818779,54.229068999999996,41.54184,37.830532,26.370167,74.905289,87.587013,81.87722,101.432869,42.515018,51.79985,69.932373,86.074768,96.720871,17079.570313
2014-08-29,133.466751,85.014717,116.31936599999999,97.268929,114.034851,22.452574,37.60796,50.687042,89.655411,23.300735,171.897705,87.308388,173.22605900000002,31.89397,95.457031,54.601337,85.435898,54.328495,42.050938,37.700943,26.379140999999997,74.977455,87.930534,82.199646,100.38237,42.867816999999995,51.297787,69.56381999999999,85.740883,96.957352,17098.449219
2014-09-02,133.67067,85.176102,115.10848200000001,97.13517,112.352295,22.353737,37.535831,50.687042,88.781044,23.184139000000002,172.53111299999998,85.544014,172.559464,31.574301000000002,95.116539,54.803391000000005,84.59722099999999,54.039272,41.736214000000004,38.051308,26.262459000000003,74.860176,87.754143,81.924637,101.367783,42.824783000000004,51.83123,69.794174,86.61853,97.714119,17067.560547
2014-09-03,133.299927,85.57482900000001,115.530441,96.724937,112.634193,22.497495999999998,37.662045,51.018333,89.339928,23.273832000000002,172.36798100000001,83.52624499999999,172.910782,31.574301000000002,95.48464200000001,54.830948,84.907158,54.662907,41.615894,37.830532,26.388115000000003,74.78801,87.707726,82.303963,101.516541,42.919437,51.872257,70.033745,86.752075,93.589867,17078.279297
2014-09-04,133.10527,85.10964200000001,115.09011100000001,97.045982,111.700424,22.380693,37.743171999999994,51.387482,88.663864,23.282801,172.828674,84.399048,171.766754,31.884838000000002,95.558266,54.84013,84.788658,54.30138,41.893581,38.358486,26.361190999999998,75.509712,87.512741,82.559998,101.53511800000001,42.781765,51.71777,70.540482,85.98891400000001,92.814201,17069.580078
2014-09-05,133.65211499999998,85.071678,114.383781,96.79628000000001,112.22898899999998,22.461557,37.716128999999995,51.870216,89.475128,23.408356,172.511948,85.975723,172.23513799999998,31.967041,96.09201,55.023823,84.843361,55.295581999999996,42.495235,39.376011,26.612501,75.572868,87.466324,83.21434,101.051704,42.971066,51.705708,71.41579399999999,86.752075,93.61824,17137.359375
2014-09-08,134.29165600000002,84.426102,117.40183300000001,96.234459,111.180679,22.416634,37.662045,51.406414,88.132019,23.390421,172.85742199999999,85.234314,171.280304,32.268444,95.751518,55.005447,84.32373,55.178084999999996,43.013584,39.548798,26.388115000000003,75.166901,87.102112,83.36608100000001,100.95875500000001,42.618279,52.08226,70.51284,86.389557,93.041229,17111.419922
2014-09-09,133.89309699999998,83.448273,117.61282299999999,95.779625,110.273331,22.335772,37.806267,50.601852,87.789467,23.228987,170.256531,83.460548,171.145203,31.884838000000002,95.521454,54.243153,83.038376,54.735209999999995,43.282009,39.280014,26.235530999999998,74.869186,86.709885,83.98246800000001,101.02381899999999,42.076190999999994,51.722609999999996,70.706322,85.473778,92.69124599999999,17013.869141
2014-09-10,134.05993700000002,83.932457,117.622017,94.468666,109.480507,22.398664,38.013599,50.507202,87.26664,23.273832000000002,172.627075,83.76087199999999,172.541412,31.985306,96.61653100000001,54.390102,84.779549,54.915981,43.35606,39.582394,26.424019,75.455574,87.00872,83.09204100000001,100.865776,41.947128,52.350196999999994,70.49440799999999,85.397469,95.538475,17068.710938
2014-09-11,133.791168,83.941925,117.08993500000001,94.165459,109.08409099999999,22.623279999999998,38.090778,50.052868,87.464973,23.336607,173.711609,83.73271899999999,172.703583,31.985306,96.211632,54.886051,84.743073,54.715675,43.504154,39.270416,26.594553,75.320259,86.775246,82.930145,100.875076,42.170845,51.884327,70.116646,85.82674399999999,95.945229,17049.0
2014-09-12,133.411133,83.201447,116.45697,93.657143,108.053421,22.605309,37.645855,49.854092,86.338188,23.202082,175.79422,83.376083,172.30722,31.619968,96.23925,55.134037,85.089485,54.214962,43.226479,39.280014,26.415041,75.112778,86.308319,82.073021,100.726326,41.645973,51.664677000000005,69.812614,85.54055,96.162788,16987.509766
2014-09-15,133.911621,82.95461999999999,115.86986499999999,93.514442,109.44525900000001,22.515463,37.682178,50.204311,86.79791999999999,23.246923000000002,176.571594,83.882874,172.784653,31.546907,96.368073,55.051376,85.208,54.187644999999996,42.80069,39.169621,26.854845,75.663101,87.363579,81.930176,100.698441,41.783642,51.809505,69.849457,85.931686,96.134392,17031.140625
2014-09-16,134.254593,83.884979,116.796379,93.514442,110.07952900000001,22.659222,37.809298999999996,50.620781,87.825546,23.507013,176.629166,84.718124,173.820602,31.903111,97.43557,55.097301,85.463249,54.615543,43.282009,38.972836,26.971527000000002,75.852547,87.447647,83.00631700000001,100.902962,42.127815000000005,52.451576,70.319344,86.112923,95.406036,17131.970703
2014-09-17,134.736526,84.55902900000001,117.20003500000001,92.738579,109.868118,22.65023,37.782055,51.254967,87.510048,23.560827,177.377777,85.609726,173.676468,31.948771999999998,97.720848,55.391201,85.262695,54.515392000000006,43.05986,39.121632,27.240789000000003,75.924728,87.45699300000001,82.844429,100.428848,42.342934,52.024322999999995,70.245644,86.170174,96.08710500000001,17156.849609
2014-09-18,136.09901399999998,85.536865,117.952248,93.05070500000001,109.35718500000002,22.659222,37.945503,50.724907,87.08638,23.705536,180.324142,86.42619300000001,174.532242,32.122310999999996,98.78830699999999,56.318821,85.21710999999999,54.906872,43.207962,39.342407,27.447231,75.951782,88.51226,83.453926,100.884361,42.755947,52.243992,70.227226,86.179703,96.285759,17265.990234
2014-09-19,135.959976,85.15711999999999,118.6586,91.41870899999999,109.93858300000001,22.641249,38.181576,50.630253,87.546104,23.777895,178.702194,86.66082800000001,174.757462,31.802633,99.377266,56.12595699999999,86.019325,55.070747,43.985481,39.265609999999995,27.285671,76.204376,88.35350799999999,83.615829,100.819298,43.323845,52.198124,70.79847,86.3228,95.500633,17279.740234
2014-09-22,135.05166599999998,84.483063,117.979782,89.98291,108.78458400000001,22.434603,38.335945,50.033936,87.02327700000001,23.587957,177.828827,86.23850300000001,173.955719,31.702171000000003,99.27604699999999,55.942261,85.627335,55.152679000000006,43.5597,38.737663,27.088209000000003,76.511108,88.34416999999999,83.587242,98.978615,43.177574,51.626057,70.31014300000001,85.178062,95.59523,17172.679688
2014-09-23,133.80969199999998,83.837517,116.851425,89.171371,108.40578500000001,22.192019000000002,38.036293,49.967678,86.563538,23.533695,177.636902,85.863106,172.613495,31.437292,98.889534,55.969814,85.244469,54.87955899999999,43.096889000000004,38.454483,26.971527000000002,76.177322,87.363579,82.463486,98.002495,42.945248,51.283295,69.655968,84.243195,97.089775,17055.869141
2014-09-24,134.28241,84.036858,117.952248,90.25045,107.824371,22.443586,38.381336,50.658649,86.374252,23.452291,180.247375,87.29900400000001,173.235077,31.738701000000002,99.975433,56.603535,86.60276,54.95239300000001,43.578213,38.800056,27.204893,76.899033,88.521591,84.006287,98.60675,43.08292,51.753983000000005,71.019615,85.330688,96.247917,17210.060547
2014-09-25,132.05793799999998,82.366005,116.631271,88.743301,106.30921200000002,22.048265,37.936417,50.289501,84.95899200000001,23.108603,176.67717,86.247887,170.262405,31.181562,98.558266,55.244246999999994,85.837006,54.296893999999995,42.615562,38.276897,26.908701,76.078079,87.50367,82.073021,97.137924,42.687115000000006,50.860889,70.13507800000001,84.014236,92.577736,16945.800781
2014-09-26,132.002319,83.894485,118.053154,89.519165,107.005127,22.461557,38.31778,50.705978,86.02268199999999,23.18096,177.66568,87.130066,171.20823700000003,31.291159000000004,98.558266,55.620810999999996,86.329262,54.06929,42.958046,42.956509000000004,26.675333000000002,76.303612,88.157402,82.473007,97.83515200000001,42.824783000000004,51.157784,70.475998,84.65338100000001,95.301994,17113.150391
2014-09-29,131.789154,83.495735,118.12654099999999,89.028679,106.19468700000002,22.569372,38.363182,50.563988,85.121269,22.991028,176.427658,87.167618,170.829895,31.875706,98.042923,55.409572999999995,87.714928,54.08750500000001,42.985813,42.774136,26.720211,76.177322,87.569046,82.38730600000001,97.686417,42.807579,50.913986,70.098228,84.739243,94.69659399999999,17071.220703
2014-09-30,131.316437,83.10650600000001,116.851425,88.315224,105.111153,22.786645999999998,38.735458,49.636387,84.77873199999999,23.171917,176.178116,86.097725,171.001038,31.802633,98.088936,55.326912,86.42955,53.969147,42.911755,42.812527,26.540701000000002,75.545807,87.727806,82.139687,98.16983,43.014088,51.502953000000005,70.45755,84.930031,95.301994,17042.900391
2014-10-01,128.999298,81.706787,114.36543300000001,87.048866,103.640015,22.659904,38.808102000000005,47.752781,83.706032,22.755867000000002,173.423691,85.422012,168.604858,31.044566999999997,95.98159,54.895241000000006,85.864357,53.450210999999996,42.485985,42.09259,26.163726999999998,75.004517,86.943359,80.834969,96.53364599999999,42.53223,50.691914000000004,70.13507800000001,83.46096,93.816879,16804.710938
2014-10-02,128.526611,81.763924,113.906746,86.870522,103.164299,22.687063000000002,38.735458,47.724384,84.10266899999999,22.719694,175.51591499999998,86.566963,168.370712,30.615291999999997,95.56746700000001,54.405193000000004,85.800552,53.577667000000005,42.356384000000006,42.860523,26.082949,74.923325,86.915337,80.854027,95.975876,42.411774,50.621914000000004,70.23645,82.793182,94.497955,16801.050781
2014-10-03,129.916901,82.992241,115.915741,86.85266899999999,103.692879,22.913389000000002,39.044182,47.913689,84.661537,22.972939,180.496902,87.787025,169.9561,31.081087,96.745377,55.755145999999996,86.475143,54.533604000000004,42.661842,43.335685999999995,26.226557,75.590919,88.213425,81.92063900000001,97.072861,42.773151,51.169853,71.24073800000001,84.376747,94.233101,17009.689453
2014-10-06,130.074478,82.868462,115.824013,87.396675,104.027611,22.6418,39.588985,47.80011,85.202393,22.810135,179.93066399999998,87.524254,170.28938300000002,31.154166999999998,96.49691800000001,55.644192000000004,85.545288,54.242270999999995,42.661842,42.822124,26.181679000000003,75.392433,88.437538,81.03495,96.886925,43.09153,51.121574,71.268372,84.481674,94.233101,16991.910156
2014-10-07,127.609039,81.268799,113.127007,84.453728,102.204109,22.306832999999997,39.879546999999995,46.853569,84.16577099999999,22.439312,176.39888,86.782845,167.289719,30.569623999999997,94.2239,54.802776,84.60633100000001,53.222618000000004,42.143505,42.270179999999996,25.840611,75.022568,87.46633100000001,80.177872,94.28394300000001,42.747341,50.218815,71.222305,83.09845,93.41014100000001,16719.390625
2014-10-08,131.066238,83.230301,114.649796,86.192757,103.90430500000001,22.324938,40.451588,47.326839,85.28353100000001,22.837267,179.124481,88.3032,170.577667,31.300295000000002,96.542923,55.847618000000004,85.536179,54.788517000000006,43.300526,42.634941,26.370167,75.94274899999999,88.20407900000001,82.49205,95.408798,43.391209,51.259159000000004,72.088402,84.052399,95.349274,16994.220703
2014-10-09,128.49884,81.782974,112.613297,83.383583,100.873932,21.899445,39.834145,45.651466,82.768562,22.41218,173.970749,87.34593199999999,167.929276,30.706625,93.938629,54.627113,84.5243,53.905421999999994,42.439693,41.867004,26.020117000000003,75.47364,87.681107,80.892113,92.908073,42.57333,50.136749,71.73826600000001,81.762924,95.557373,16659.25
2014-10-10,124.04066499999999,80.92600300000001,111.457443,83.053596,100.327759,21.129932,40.37896,45.026752,82.57024399999999,21.950912,173.116547,86.857925,167.487885,29.144802000000002,93.156425,54.109306000000004,84.141418,53.40469,40.755066,41.847805,26.145775,76.402847,87.821205,81.320656,92.908073,42.582024,49.477783,72.134468,82.29714200000001,95.283066,16544.099609
2014-10-13,123.178673,78.821671,110.494225,81.760483,98.689262,20.758757,40.015755,42.490035999999996,81.885162,21.661489000000003,171.571381,85.02784,165.316925,28.742935,91.214706,53.77644,82.71019,51.110462,40.403335999999996,40.983875,25.553391,75.212013,87.335587,79.94928,92.322395,42.086082,49.308823,71.461853,80.045822,94.41282700000001,16321.070313
2014-10-14,124.365067,78.78360699999999,112.182144,82.75930799999999,96.707199,20.876442,39.625313,41.58136,81.623756,21.797157000000002,171.504196,84.558586,165.569153,29.354874,89.27298,53.619251,83.047501,51.283436,40.477385999999996,40.839886,25.544415,75.374397,87.485001,78.87314599999999,93.075401,41.955566,48.932274,71.848839,80.265221,93.41014100000001,16315.19043
2014-10-15,124.402138,77.06015,110.255707,82.57202099999999,96.257919,20.78591,39.253025,41.732807,81.326286,21.959959,170.103027,82.44696,163.722519,28.569397,90.377289,51.344666,82.44581600000001,49.826778000000004,40.005318,40.883076,25.302073999999998,74.833115,85.906746,78.244598,92.19225300000001,41.694542,48.336059999999996,69.287415,78.300102,92.26557199999999,16141.740234
2014-10-16,125.17145500000001,76.40313,110.347458,83.785126,97.83476999999999,20.65917,38.644661,42.366982,81.668816,21.932823000000003,165.630661,83.41362,162.001938,28.176662,89.061325,50.928585,81.962685,48.643242,39.561015999999995,41.77581,24.862272,74.192574,85.73865500000001,81.320656,92.24805500000001,41.477024,48.999855,68.01593000000001,77.975739,91.054794,16117.240234
2014-10-17,127.34953300000001,78.631248,113.053619,85.411591,98.486641,21.048448999999998,38.935226,43.588017,82.218689,22.44836,169.786316,84.689987,163.992752,28.660729999999997,90.828201,51.964169,82.992798,49.180386,40.384827,41.84301,24.978952,75.121788,87.074089,83.977715,94.3862,41.825053999999994,49.723999,68.27391800000001,79.969498,92.388535,16380.410156
2014-10-20,127.534912,79.992882,114.03519399999999,84.495026,98.213562,20.758757,39.307507,44.023422,82.72348000000001,22.638289999999998,170.678848,86.20096600000001,152.327225,28.843401,91.288338,52.361755,83.494171,49.207699,40.801342,42.668537,25.068707999999997,75.94274899999999,87.036743,84.320572,94.339729,42.181789,50.170544,69.23214,81.581665,94.365532,16399.669922
2014-10-21,130.621307,81.54493000000001,116.61291499999999,86.16640500000001,101.38485,21.283829,36.937614,45.632542,84.418159,23.018158,172.924606,88.40643299999999,147.039444,29.784146999999997,92.355804,53.56377,82.965439,50.190945,41.54184,43.503674,25.382853,76.330673,88.007965,86.6157,94.80454300000001,42.364506,51.488471999999994,70.042938,83.508652,96.92896999999999,16614.810547
2014-10-22,128.786133,79.945267,111.411575,84.980255,100.42466,21.057508,36.883129,45.064617,83.94941700000001,22.783001000000002,169.709503,87.599335,145.742294,29.473608000000002,93.14723199999999,53.119953,82.901634,50.536903,41.079033,43.129307,25.400805,76.57067099999999,89.259346,85.491928,94.060829,42.033875,50.911575,70.052139,83.088913,97.420868,16461.320313
